Pathway,.id,Gene,Class,Description,释义,Number of founder sets,Number of genes
NOTCH_SIGNALING,HALLMARK_NOTCH_SIGNALING,TCF7L2,signaling,Notch signaling,Notch通路,49,32
NOTCH_SIGNALING,HALLMARK_NOTCH_SIGNALING,ARRB1,signaling,Notch signaling,Notch通路,49,32
NOTCH_SIGNALING,HALLMARK_NOTCH_SIGNALING,LFNG,signaling,Notch signaling,Notch通路,49,32
NOTCH_SIGNALING,HALLMARK_NOTCH_SIGNALING,PRKCA,signaling,Notch signaling,Notch通路,49,32
NOTCH_SIGNALING,HALLMARK_NOTCH_SIGNALING,DTX2,signaling,Notch signaling,Notch通路,49,32
NOTCH_SIGNALING,HALLMARK_NOTCH_SIGNALING,ST3GAL6,signaling,Notch signaling,Notch通路,49,32
NOTCH_SIGNALING,HALLMARK_NOTCH_SIGNALING,FBXW11,signaling,Notch signaling,Notch通路,49,32
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,NDUFS3,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,UQCRB,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,NDUFS2,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,SDHA,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,UQCRC1,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,NDUFA9,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,NDUFS4,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,NDUFS1,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,NDUFA2,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,NDUFS8,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,SDHB,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,NNT,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,ATP5PO,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,ATP5MC3,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,NDUFS7,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,ATP5F1A,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,NDUFV1,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,COX5B,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,UQCRH,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,NDUFA1,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,ATP5F1C,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,ATP5F1B,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,COX7B,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,SDHD,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,CYCS,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,NDUFA6,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,NDUFAB1,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,COX8A,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,ACO2,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,ATP5MC1,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,CYC1,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,NDUFB6,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,ATP5F1E,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,COX5A,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,UQCRC2,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,COX6A1,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,ATP5F1D,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,COX6C,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,ATP5PF,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,NDUFB3,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,IDH3B,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,OGDH,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,NDUFB8,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,SURF1,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,COX6B1,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,NDUFB5,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,NDUFA4,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,NDUFB1,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,COX4I1,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,COX7C,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,UQCRFS1,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,SDHC,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,ATP6V1F,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,COX7A2,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,SUCLG1,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,NDUFS6,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,NDUFA7,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,FH,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,NDUFV2,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,OXA1L,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,NDUFC1,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,UQCR11,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,NDUFA5,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,CS,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,ATP6V1G1,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,ATP5PB,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,HCCS,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,HADHB,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,ATP5PD,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,PDHA1,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,NDUFA8,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,DLD,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,OPA1,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,SLC25A11,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,ATP5ME,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,PDHB,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,ATP5MF,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,NDUFB7,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,IDH2,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,MTX2,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,VDAC3,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,MDH1,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,ATP5MC2,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,IMMT,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,MDH2,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,SLC25A3,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,ATP6V1D,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,VDAC2,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,ACADM,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,COX7A2L,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,TIMM17A,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,ATP6V1E1,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,NDUFA3,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,SLC25A6,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,IDH3G,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,ACADVL,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,ETFA,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,TIMM9,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,IDH3A,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,TIMM8B,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,ATP6AP1,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,TIMM13,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,UQCRQ,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,ABCB7,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,VDAC1,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,ATP5MG,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,PHB2,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,DECR1,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,SUCLA2,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,GOT2,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,DLAT,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,ATP6V1H,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,NDUFB2,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,FDX1,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,HADHA,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,ATP6V1C1,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,MAOB,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,NDUFB4,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,UQCR10,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,ETFDH,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,GPX4,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,PDHX,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,MFN2,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,AIFM1,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,ACAA2,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,ETFB,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,COX11,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,ECHS1,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,PMPCA,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,ATP6V0B,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,SLC25A5,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,DLST,metabolic,Oxidative phosphorylation and citric acid cycle,氧化磷酸化与柠檬酸循环,93,200
